culture,page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha
Aleut,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,eggs,raw,27,NA,NA,NA,18.4,12.4,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,79,12,1,0.5,20.4,4.2,0.6,1,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,72,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,55,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,23,NA,NA,NA,NA,6,NA,1.7,NA,NA,0.3,0.5
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,8,NA,NA,NA,21.3,3.3,NA,1.74,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,7,NA,0.41,0.7,21.6,5.95,NA,NA,0.015,0,NA,NA
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,13,NA,0.41,0.7,21.6,5.95,NA,1.74,0.015,NA,0.327,0.487
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,63,36,0.41,0.56,21.6,5.93,NA,1.99,0.014,31,0.429,0.656
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,58,78,NA,1.8,20,6,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,27,36,NA,1345,21.1,5.7,NA,NA,0.02,29,NA,NA
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,NA,NA,NA,NA,5.4,NA,NA,NA,NA,7.6,18.6
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,NA,NA,NA,NA,32.2,NA,NA,NA,NA,6.2,15.8
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,eggs,raw,27,NA,NA,NA,18.4,11.2,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,79,36,0.4,1.3,21.1,6.6,1.5,2,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,72,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,23,NA,NA,NA,NA,3.4,NA,1.4,NA,NA,0.4,0.6
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,NA,0.55,0.77,19.9,3.45,NA,1.35,0.015,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,NA,0.55,0.77,19.9,3.45,NA,1.35,0.015,NA,0.419,0.586
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,13,0.55,0.77,19.9,3.45,NA,NA,0.015,26,0.419,0.586
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,88,NA,NA,NA,NA,NA,NA,1.35,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,13,NA,1.1,20,4,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,13,NA,0.93,20.1,4.8,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,13,0.5,0.9,20.1,5,1.5,2,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,72,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,55,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,23,NA,NA,NA,NA,8.6,NA,1.9,NA,NA,0.5,0.7
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,62,6,0.54,0.47,21.3,8.6,NA,1.88,0.014,24,NA,NA
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,7,6,0.5,0.5,21.3,9,NA,1.9,0.01,24,NA,NA
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,13,6,0.54,0.47,21.3,8.56,NA,1.88,0.014,24,0.519,0.653
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,63,6,0.54,0.47,21.3,8.56,NA,1.88,0.014,24,0.519,0.653
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,58,52,0.9,0.8,20,5,NA,NA,0.017,25,NA,NA
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,light muscle,raw,28,NA,NA,NA,NA,2.52,0.87,0.94,NA,NA,0.22,0.57
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,dark muscle,raw,28,NA,NA,NA,NA,22.9,6.31,7.03,NA,NA,1.88,3.67
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,27,176,NA,1.18,20.3,6.9,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,whole,raw,27,NA,NA,NA,18.4,7.8,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,offal,raw,27,NA,NA,NA,16.1,13.7,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,79,6,0.4,0.9,20.3,7.9,2.7,4.2,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,72,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,7,NA,NA,NA,29.2,14,NA,4.39,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,34,NA,NA,NA,29.2,12.4,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,11,30,NA,NA,30.4,15,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,33,30,NA,NA,30.4,15,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,23,NA,NA,NA,NA,10.4,NA,2.1,NA,NA,0.8,0.6
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,7,79,NA,0.9,22.5,13.4,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,13,22,0.44,0.71,20.1,10.4,NA,2.08,0.015,NA,0.788,0.567
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,63,22,0.44,0.71,20.1,10.4,NA,2.08,0.015,95,0.788,0.567
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,88,26,NA,0.25,19.9,10.4,NA,2.8,NA,NA,1.008,0.944
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,25,NA,NA,NA,NA,7,1.2,1.6,NA,NA,0.44,0.55
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,58,NA,NA,NA,19.6,15,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,21,28,NA,NA,17,8,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,11,28,NA,NA,16.6,8,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,33,21,NA,NA,16.5,4.8,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,20,NA,NA,4.6,7.1,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,20,NA,NA,4.6,7.1,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,22,NA,NA,21.4,3.3,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,22,NA,NA,21.4,3.3,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,14,NA,NA,5.5,8.4,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,14,NA,NA,5.5,8.4,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,27,20,0.8,0.9,17.9,11.6,NA,NA,NA,95,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,79,14,0.6,1.1,19,11.4,1.9,2.4,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,72,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,7,28,NA,2.6,16.6,8,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,34,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,20,NA,NA,4.6,7.1,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,22,NA,NA,21.4,3.3,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,14,NA,NA,8.4,8.4,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,13,12,NA,0.8,19.8,6.34,NA,2.54,NA,NA,0.321,1.11
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,63,12,0.64,0.8,19.8,6.34,NA,2.54,0.016,29,0.321,1.11
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,82,20,1.04,0.8,18.4,10,NA,3.32,0.04,24,0.65,1.8
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,1
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,10,27,0.8,0.7,18.4,12,NA,3.4,0.02,26,NA,NA
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,62,12,0.64,0.8,19.8,6.3,NA,2.54,0.016,29,NA,NA
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,23,NA,NA,NA,NA,5.4,NA,2.1,NA,NA,0.3,0.9
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,27,15,0.47,1.15,17.2,5.5,NA,NA,NA,32,NA,NA
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,48,NA,NA,NA,NA,18.6,2.2,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,2,11.6,0.6,0.4,24.3,4.3,NA,NA,NA,22.9,0.269,0.612
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,79,15,0.5,1,18.4,5.6,1.4,2.4,NA,NA,NA,NA
Aleut,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,72,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA
Aleut,6438,Fish,Saltwater Fish,Sculpins,Cottidae,"whole, no skin",raw,4,429,0.9,0.5,18,1.5,NA,NA,0.05,26,NA,NA
Aleut,6438,Fish,Saltwater Fish,Sculpins,Cottidae,muscle,raw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6438,Fish,Saltwater Fish,Sculpins,Cottidae,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6438,Fish,Saltwater Fish,Sculpins,Cottidae,muscle + bones,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,11,329,NA,NA,11.7,5.3,NA,NA,NA,NA,NA,NA
Aleut,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,33,329,NA,NA,11.7,5.3,NA,NA,NA,NA,NA,NA
Aleut,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,7,12,NA,0.4,11.7,5.3,NA,NA,NA,NA,NA,NA
Aleut,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,34,12,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6438,Fish,Saltwater Fish,Shorthorn Sculpin,Myoxocephalus scorpius,"muscle, bone + inside",raw,37,NA,NA,NA,NA,1.5,NA,NA,NA,NA,0.1,0.1
Aleut,6438,Fish,Saltwater Fish,Shorthorn Sculpin,Myoxocephalus scorpius,muscle,raw,50,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6438,Fish,Saltwater Fish,Shorthorn Sculpin,Myoxocephalus scorpius,liver,raw,50,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",muscle,raw,7,46,1.37,14,12.8,0.97,NA,0.282,0.5,9,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",muscle,raw,88,46,1.37,14,12.8,0.97,NA,0.282,0.5,9,0.069,0.073
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",muscle,raw,13,46,1.37,14,12.8,0.97,NA,0.282,0.5,9,0.069,0.073
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",muscle,raw,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",muscle,raw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",muscle,raw,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",muscle,raw,65,32.8,2.5,2.46,9.7,1.18,NA,NA,16.9,9.24,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",muscle+ liquid,raw,21,68,NA,7.7,7,NA,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",whole,raw,27,83,3.01,6.9,9.7,1.6,NA,NA,2.79,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",not specified,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",not specified,raw,87,46,NA,14,13,1,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Clams,"Veneroida, Myoida, and Ostreoida",muscle,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Washington Butterclam,Saxidomus gigantea,whole,raw,27,41,NA,NA,13.2,1.9,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Pacific Littleneck Clam,Protothaca staminea,muscle,raw,23,NA,NA,NA,NA,0.8,NA,0.1,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Atlantic Jackknife Clam,Ensis directus,whole,raw,27,50,6.32,11,11.2,1.5,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Softshell Clam,Mya arenaria,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Softshell Clam,Mya arenaria,muscle,raw,23,NA,NA,NA,NA,2,NA,0.6,NA,NA,0.2,0.2
Aleut,6504,Marine Invertebrates,Bivalves,Softshell Clam,Mya arenaria,whole,raw,27,53,1.7,40.5,10.7,1.2,NA,NA,0.67,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Softshell Clam,Mya arenaria,whole,raw,79,53,1.7,NA,10.7,1.2,0.24,0.44,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Softshell Clam,Mya arenaria,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Northern Quahog,Mercenaria mercenaria ,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Northern Quahog,Mercenaria mercenaria ,muscle,raw,23,NA,NA,NA,NA,0.6,NA,0.1,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Northern Quahog,Mercenaria mercenaria ,muscle,raw,55,NA,NA,NA,NA,0.8,0.2,0.29,NA,NA,0.09,0.08
Aleut,6504,Marine Invertebrates,Bivalves,Northern Quahog,Mercenaria mercenaria ,whole,raw,79,49,2.3,2.8,9.2,1,0.24,0.33,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Truncate Softshell Clam,Mya truncata,muscle,raw,4,172,3.9,2.5,NA,NA,NA,NA,0.25,107,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Atlantic Surf Clam,Spisula solidissima,muscle,raw,79,41,NA,NA,13.5,0.5,0.07,0.16,NA,NA,NA,NA
Aleut,6504,Marine Invertebrates,Bivalves,Atlantic Surf Clam,Spisula solidissima,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.43,NA,NA,0.15,0.21
Aleut,6504,Marine Invertebrates,Bivalves,Atlantic Surf Clam,Spisula solidissima,muscle,raw,23,NA,NA,NA,NA,0.8,NA,0.2,NA,NA,0.05,0.05
Aleut,6504,Marine Invertebrates,Bivalves,Atlantic Surf Clam,Spisula solidissima,muscle,raw,55,NA,NA,NA,NA,1.4,0.39,NA,NA,NA,0.15,0.21
Aleut,6504,Marine Invertebrates,Bivalves,Atlantic Surf Clam,Spisula solidissima,muscle,raw,27,41,NA,NA,13.5,0.5,NA,NA,NA,NA,NA,NA
Aleut,6511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6505,Marine Invertebrates,Bivalves,Mussels,Mytilidae,muscle,raw,55,NA,NA,NA,NA,1.27,0.36,NA,NA,NA,0.13,0.17
Aleut,6505,Marine Invertebrates,Bivalves,Mussels,Mytilidae,whole,raw,27,101,3.63,17,12.2,1.6,NA,NA,0.436,23,NA,NA
Aleut,6505,Marine Invertebrates,Bivalves,Mussels,Mytilidae,whole,raw,27,NA,NA,NA,15,0.4,NA,NA,NA,NA,NA,NA
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,23,NA,NA,NA,NA,2.2,NA,0.6,NA,NA,0.2,0.3
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,13,26,1.6,3.95,11.9,2.24,NA,0.606,NA,34,0.188,0.253
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,63,26,1.6,3.95,11.9,2.24,NA,0.606,3.4,34,0.188,0.253
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,88,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,79,20,2.8,7.3,12,2.2,0.43,0.75,NA,NA,NA,NA
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.42,NA,NA,0.13,0.17
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,4,85,1,15,NA,1.7,NA,NA,0.16,58,NA,NA
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,whole,raw,27,85,3.95,10.8,11.6,1.7,NA,NA,3.41,102,NA,NA
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,whole,raw,47,60,NA,NA,5.9,0.8,NA,NA,NA,NA,NA,NA
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,whole,raw,82,30,3.4,7.7,14.4,2.2,NA,0.36,0.23,39,0.157,0.064
Aleut,6505,Marine Invertebrates,Bivalves,Blue Mussel,Mytilus edulis,liver,raw,47,10,NA,NA,4.3,0.6,NA,NA,NA,NA,NA,NA
Aleut,6512,Marine Invertebrates,Sea Snails,Periwinkles,Littorinidae,muscle,raw,23,NA,NA,NA,NA,3.3,NA,1.1,NA,NA,0.5,NA
Aleut,6512,Marine Invertebrates,Sea Snails,Periwinkles,Littorinidae,whole,raw,27,NA,NA,NA,12,2.3,NA,NA,NA,NA,NA,NA
Aleut,6512,Marine Invertebrates,Sea Snails,Common Periwinkle,Littorina littorea,whole,raw,27,NA,NA,1.51,18.2,2.4,NA,NA,0.03,NA,NA,NA
Aleut,6512,Marine Invertebrates,Sea Snails,Common Periwinkle,Littorina littorea,muscle,raw,79,165,NA,1.5,18.2,3,0.44,0.9,NA,NA,NA,NA
Aleut,6508,Marine Invertebrates,Bivalves,Scallops,Pectinidae,muscle,raw,79,NA,NA,NA,14.8,0.6,0.13,0.22,NA,NA,NA,NA
Aleut,6508,Marine Invertebrates,Bivalves,Scallops,Pectinidae,muscle,raw,62,24,0.95,0.29,16.8,0.8,NA,0.26,0.09,56,NA,NA
Aleut,6508,Marine Invertebrates,Bivalves,Scallops,Pectinidae,muscle,raw,23,NA,NA,NA,NA,0.8,NA,0.3,NA,NA,0.1,0.1
Aleut,6508,Marine Invertebrates,Bivalves,Scallops,Pectinidae,muscle,raw,55,NA,NA,NA,NA,1,0.44,0.42,NA,NA,0.19,0.18
Aleut,6508,Marine Invertebrates,Bivalves,Scallops,Pectinidae,muscle,raw,65,9.2,1.22,0.107,15.1,1,NA,NA,0.029,56,NA,NA
Aleut,6508,Marine Invertebrates,Bivalves,Scallops,Pectinidae,muscle,raw,27,46,NA,1.1,14.6,0.7,NA,NA,2,40,NA,NA
Aleut,6508,Marine Invertebrates,Bivalves,Scallops,Pectinidae,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aleut,6523,Marine Invertebrates,Echinoderms,Sea Urchins,Strongylocentrotidae,muscle,raw,46,7,NA,1.7,12.2,3.6,NA,NA,NA,NA,NA,NA
Inuit-Inupiaq,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,82,NA,0.67,0.75,20.5,2.7,NA,NA,NA,30,NA,NA
Inuit-Inupiaq,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,21,40,NA,2.2,23,6,NA,NA,NA,NA,NA,NA
